order_item_id,order_id,product_id,quantity,item_price
284,1805,134,2,2521.6
285,358,424,5,2439.84
286,66,414,4,2460.87
287,234,317,5,1675.9
288,459,250,3,4351.15
289,1608,182,5,1620.33
290,548,459,5,1328.54
291,1238,343,1,644.76
292,1898,485,4,2556.34
293,1972,431,1,4480.91
294,1601,313,1,2275.29
295,1687,288,1,47.42
296,343,323,2,1242.9
297,1866,186,3,2229.34
298,1451,227,4,3040.88
299,1501,446,3,1056.54
300,686,420,2,3532.65
301,900,497,1,4523.99
302,503,428,3,5140.1
303,588,259,3,2586.75
304,763,367,3,3559.96
305,1290,341,5,2083.33
306,864,404,4,2585.4
307,847,471,4,1063.0
308,1950,437,3,3285.25
309,1933,16,1,187.55
310,1470,413,1,1763.42
311,174,174,2,2483.31
312,889,32,1,3376.73
313,1353,473,5,2180.76
314,119,324,5,920.87
315,1993,152,5,1196.45
316,1790,156,3,5036.47
317,1863,177,3,1178.92
318,1844,271,2,3615.41
319,1435,207,2,4910.89
320,1818,279,5,552.97
321,1336,227,4,3003.61
322,1589,102,1,1541.44
323,76,276,2,85.62
324,1066,277,1,4676.3
325,1048,283,3,4616.58
326,1551,326,1,1176.41
327,1824,408,3,4361.69
328,495,427,4,4197.61
329,1035,57,3,4145.17
330,532,322,1,852.94
331,98,388,1,2509.47
332,920,153,1,3237.77
333,929,174,5,2827.92
334,1159,366,5,127.1
335,1730,305,3,3003.56
336,583,342,5,4329.01
337,1378,72,5,3313.31
338,1511,127,5,3568.28
339,1193,99,3,2436.66
340,931,51,4,806.1
341,1697,211,1,821.52
342,871,455,2,3381.24
343,914,40,5,1867.24
344,825,302,4,498.75
345,1786,136,4,1919.06
346,902,353,4,5245.03
347,1499,499,2,1585.61
348,296,259,4,2562.31
349,265,496,5,244.28
350,242,356,4,2737.75
351,67,383,5,2750.23
352,757,472,5,2764.64
353,1746,210,3,3014.61
354,1171,149,2,975.13
355,242,191,3,379.7
356,622,151,2,549.04
357,292,402,1,1367.19
358,1919,458,3,2661.31
359,442,94,4,2227.2
360,5,63,1,376.93
361,1783,23,5,2151.51
362,635,290,3,2804.48
363,1601,194,5,822.76
364,272,391,4,2874.91
365,1560,231,2,3236.58
366,1775,373,5,2171.96
367,1361,320,2,3826.52
368,1844,203,1,3390.61
369,1963,344,3,1366.0
370,1323,46,1,2680.53
371,1172,323,3,1425.4
372,1150,331,5,1550.83
373,175,99,5,2497.23
374,1182,388,5,2218.09
375,1069,97,5,2453.84
376,1837,10,5,1596.11
377,369,493,2,4041.65
378,503,425,5,3031.62
379,910,44,5,1672.06
380,657,206,4,3914.4
381,1766,479,4,3161.66
382,370,213,5,3422.11
383,650,196,1,2327.88
384,204,278,2,3796.82
385,375,131,2,802.26
386,629,488,2,3961.64
387,121,315,2,2454.2
388,56,366,4,107.41
389,203,164,3,868.73
390,529,193,1,1104.39
391,107,104,5,3621.51
392,1201,122,5,1657.21
393,789,487,1,3561.26
394,652,238,1,4622.73
395,992,15,2,3983.34
396,1872,454,5,636.56
397,1974,301,2,2594.23
398,1563,285,2,3525.51
399,624,291,1,4510.45
400,1734,326,2,1262.35
401,765,277,2,5361.9
402,1101,488,5,3974.95
403,926,22,4,1497.0
404,1969,425,2,2982.18
405,2,31,4,2425.9
406,560,307,4,2054.36
407,720,432,5,240.68
408,1722,262,2,2726.4
409,1514,274,3,3339.74
410,184,203,2,3642.46
411,1485,285,4,3763.16
412,432,313,3,2228.61
413,1811,350,3,4188.53
414,1542,363,2,2583.31
415,1357,165,4,49.67
416,1965,307,2,2087.9
417,1324,473,4,1909.55
418,9,462,2,1335.94
419,847,285,4,3692.29
420,1562,202,1,372.6
421,1104,16,4,204.63
422,1377,64,4,2186.39
423,1695,308,2,420.74
424,1719,394,1,2176.41
425,256,237,2,4177.33
426,911,5,1,4601.97
427,1554,144,3,635.92
428,393,47,3,630.74
429,1656,368,4,2438.37
430,1982,186,4,2171.78
431,1853,361,2,608.98
432,15,101,4,1546.97
433,228,446,5,1097.44
434,1012,88,5,1582.57
435,1377,350,2,3925.14
436,134,302,1,456.29
437,261,133,2,4743.2
438,1805,268,3,2742.14
439,393,435,5,5155.7
440,1259,130,4,103.19
441,5,481,1,2236.51
442,1749,481,4,2189.25
443,562,63,4,386.83
444,1015,186,1,2401.78
445,1811,370,3,1099.04
446,1881,216,3,2320.77
447,11,201,1,3833.79
448,1803,293,2,1442.75
449,1413,217,2,1033.11
450,404,85,1,2192.9
451,1283,321,4,2631.11
452,885,414,3,2439.49
453,1722,129,4,2720.11
454,489,491,1,272.94
455,1683,171,2,3608.54
456,1933,38,5,188.68
457,899,392,4,2229.47
458,1186,64,1,2065.89
459,1878,18,1,4552.75
460,1603,66,4,833.85
461,113,155,4,3483.02
462,135,53,5,3675.19
463,107,151,4,589.12
464,197,317,2,1862.14
465,1771,307,5,2286.39
466,22,233,4,3838.85
467,1803,318,3,3063.58
468,1334,481,1,2349.38
469,930,265,2,2227.57
470,222,53,1,3202.96
471,1215,405,5,3932.16
472,259,327,3,2976.35
473,863,247,4,1137.92
474,381,125,1,1058.85
475,124,66,4,879.49
476,1051,492,3,1897.48
477,638,299,2,3054.12
478,302,241,3,981.61
479,597,189,5,3723.41
480,1202,337,1,594.33
481,487,260,5,3831.37
482,1759,28,2,2122.27
483,2000,103,2,2218.13
484,1609,36,4,2486.49
485,1423,355,5,2802.17
486,1419,170,5,1773.41
487,1973,172,4,4046.71
488,674,84,1,1131.11
489,1016,113,2,3267.47
490,1420,118,2,811.23
491,490,247,3,1140.09
492,1654,379,4,4709.89
493,378,423,3,2214.88
494,21,38,5,173.74
495,236,73,2,603.83
496,1293,300,3,1799.17
497,90,500,2,1232.01
498,582,90,3,2432.46
499,1473,90,5,2494.76
500,504,92,2,2113.88
501,1727,135,1,5400.5
502,1703,347,1,1861.41
503,694,480,4,1155.12
504,492,190,2,2792.69
505,1928,270,5,4615.56
506,1806,223,1,2363.93
507,243,74,2,2874.07
508,1628,98,4,113.32
509,1423,192,4,302.07
510,1303,126,5,2607.33
511,1203,97,3,2502.38
512,1618,77,1,1633.12
513,1290,408,2,4136.8
514,1744,261,4,1077.25
515,429,373,4,2062.21
516,1620,340,2,4874.75
517,1042,199,5,308.15
518,767,256,2,4589.36
519,660,365,4,331.95
520,1466,490,3,2480.67
521,1191,206,5,3952.25
522,1331,19,2,4656.05
523,926,442,2,632.36
524,627,218,5,4363.07
525,322,479,3,3734.24
526,1128,44,1,1460.15
527,605,228,2,1518.0
528,1196,22,5,1651.4
529,689,219,4,3794.01
530,838,189,3,3610.57
531,560,196,4,2214.13
532,479,136,3,1942.1
533,1847,43,5,664.32
534,1051,280,3,770.25
535,1898,117,1,646.73
536,738,20,3,1281.99
537,403,346,3,4784.38
538,1527,418,3,5228.94
539,391,362,2,1595.41
540,1752,386,5,2029.48
541,1869,134,3,2340.67
542,578,422,4,1821.35
543,1938,208,1,4628.69
544,967,335,2,4851.22
545,1773,204,2,4418.62
546,972,120,5,2672.47
547,1552,240,4,704.82
548,698,406,2,4012.35
549,879,395,4,3866.12
550,430,225,5,2496.73
551,62,192,2,290.84
552,626,483,4,71.51
553,1660,338,3,3161.29
554,462,215,4,2622.46
555,1563,399,3,1502.04
556,668,301,1,2267.46
557,1889,72,3,2957.06
558,1164,323,5,1426.2
559,1176,444,4,3403.58
560,419,486,5,1821.75
561,792,97,3,2324.95
562,1167,493,3,4428.52
563,191,88,5,1442.39
564,364,17,5,4214.94
565,1001,14,1,4596.89
566,1867,494,2,3620.64
567,478,150,1,4814.34
568,932,30,1,1599.8
569,352,168,4,2649.94
570,801,81,2,3395.26
571,1099,215,1,2650.43
572,797,490,2,2683.7
573,267,446,4,1080.98
574,1676,364,2,508.87
575,1237,295,5,980.01
576,416,258,4,3868.3
577,565,104,2,3444.1
578,913,33,5,230.62
579,1654,127,5,3894.19
580,1801,252,5,1598.64
581,81,378,4,527.25
582,711,359,3,809.91
583,801,314,2,710.01
584,851,128,5,3845.86
585,1502,222,2,1217.1
586,1431,292,1,4142.29
587,491,454,3,756.57
588,1808,322,1,858.09
589,1430,372,2,157.53
590,1862,253,5,2292.51
591,249,189,1,3115.07
592,1034,393,4,5088.74
593,924,85,5,2158.18
594,92,237,4,3882.49
595,781,176,2,2507.44
596,813,20,1,1146.0
597,1453,470,4,2725.21
598,993,237,5,3918.1
599,1346,125,4,1190.34
600,288,242,2,4507.92
601,350,430,1,2474.83
602,363,151,4,509.2
603,345,40,1,1983.08
604,1388,140,3,2599.11
605,365,111,5,4145.99
606,443,227,5,3003.19
607,1313,340,1,4971.51
608,800,354,1,55.48
609,1226,3,4,1607.79
610,1572,104,3,4148.12
611,1862,123,1,2745.35
612,864,15,3,4455.58
613,1681,99,1,2371.25
614,452,491,2,303.47
615,1483,86,5,2000.12
616,221,418,5,4790.91
617,1284,98,5,123.78
618,810,481,2,2236.85
619,438,55,2,3458.36
620,31,206,1,3964.47
621,798,109,1,3375.53
622,1348,418,5,4742.59
623,756,23,2,1998.27
624,842,155,4,3589.88
625,209,365,5,343.0
626,352,129,5,3128.02
627,665,324,2,873.19
628,681,90,3,2647.1
629,1744,342,3,4081.09
630,37,312,4,581.5
631,784,262,2,2931.27
632,1032,301,1,2609.04
633,477,11,1,3762.83
634,633,122,2,1738.51
635,1270,41,3,2760.99
636,1022,152,4,1143.6
637,419,329,5,4305.9
638,1938,228,3,1584.68
639,275,143,1,4498.45
640,1067,406,3,4792.52
641,1538,13,3,3847.98
642,702,125,1,1074.41
643,1857,470,2,3035.87
644,1642,352,2,5111.18
645,1246,447,3,508.15
646,376,227,1,2964.49
647,1782,252,2,1472.88
648,107,325,2,1650.09
649,258,47,5,554.5
650,1703,408,2,4700.83
651,1040,41,4,2982.79
652,638,85,2,2371.11
653,869,91,3,1238.15
654,585,296,2,4757.8
655,557,442,1,705.41
656,1948,498,4,2688.86
657,344,242,5,4186.76
658,1249,377,2,1807.75
659,1679,489,1,343.06
660,1561,196,1,2411.17
661,1555,465,5,2866.68
662,1101,79,2,234.53
663,527,195,4,581.36
664,581,193,4,1027.38
665,148,171,4,3333.2
666,401,80,1,3528.49
667,27,442,3,667.93
668,1007,208,4,4718.99
669,1988,381,4,560.99
670,631,329,1,5206.97
671,838,454,1,639.4
672,789,478,2,3214.94
673,1563,224,3,4118.1
674,1044,364,3,491.51
675,1427,30,4,1692.55
676,1507,127,1,3674.53
677,1888,417,1,4680.62
678,1429,341,3,2258.88
679,1240,234,2,2225.89
680,521,127,2,3953.31
681,26,60,4,3227.61
682,815,362,1,1589.82
683,1062,466,4,4379.31
684,340,425,3,2869.28
685,1026,496,4,236.24
686,1201,158,1,3406.7
687,224,326,3,1280.57
688,1668,74,2,2546.39
689,1905,384,3,581.6
690,14,87,1,1088.89
691,199,36,4,2708.45
692,1076,214,4,3473.25
693,350,91,2,1182.08
694,406,250,1,4281.8
695,923,291,2,4885.15
696,412,31,2,2343.93
697,532,462,4,1591.32
698,1284,468,2,1875.78
699,164,151,1,504.97
700,567,33,5,209.72
701,481,245,1,201.94
702,20,32,1,3288.96
703,1363,299,1,2999.67
704,199,109,1,3418.79
705,770,309,3,4007.31
706,1909,249,3,4661.02
707,1238,220,3,1000.57
708,646,419,3,1186.93
709,1363,205,1,159.54
710,1998,183,1,4960.33
711,7,234,4,2195.75
712,1486,428,2,5216.42
713,53,309,5,3690.26
714,573,487,2,4012.05
715,755,232,4,2539.35
716,1055,212,1,2731.38
717,1307,491,3,306.84
718,35,325,1,1460.26
719,1986,414,4,2823.31
720,479,311,5,3688.14
721,1627,42,4,1806.69
722,1349,439,1,2063.92
723,1504,198,2,2462.77
724,1459,74,5,2867.2
725,1608,439,1,2070.73
726,262,255,3,2471.17
727,1705,345,4,4338.17
728,345,459,1,1412.84
729,988,340,2,4804.02
730,434,88,1,1645.69
731,217,223,1,2414.46
732,329,476,4,434.0
733,1570,144,3,579.44
734,1364,244,1,1467.51
735,1363,70,4,5138.24
736,186,408,2,4493.11
737,1909,295,5,948.87
738,133,330,4,1842.9
739,1340,329,4,5014.88
740,1656,120,1,2516.75
741,596,45,3,4429.51
742,1517,304,1,2160.24
743,1174,189,3,3149.71
744,1954,195,1,594.63
745,637,32,2,3512.53
746,1735,199,3,321.56
747,1580,187,2,1982.61
748,1065,340,2,4862.11
749,219,203,4,3159.52
750,648,75,3,3148.31
751,1715,113,4,3014.2
752,302,308,1,414.28
753,1227,164,1,899.87
754,561,435,4,5184.12
755,1293,425,3,2746.3
756,1443,495,3,4188.26
757,313,424,2,2374.88
758,1435,377,2,1668.19
759,1755,250,3,4780.59
760,1670,338,2,3207.56
761,45,281,4,2577.89
762,1389,243,4,3979.71
763,801,37,3,722.18
764,579,357,5,2420.49
765,807,50,5,571.98
766,1774,413,3,1600.61
767,938,336,2,1756.72
768,905,357,2,2223.82
769,430,112,2,4980.85
770,1506,334,5,4368.25
771,209,348,2,2875.85
772,772,487,2,4230.77
773,1897,29,4,1353.41
774,368,484,5,749.65
775,1332,174,2,2627.0
776,1285,370,1,1140.79
777,244,124,3,2326.47
778,1409,306,4,1248.6
779,1589,355,1,2806.9
780,1593,238,4,4907.95
781,564,324,3,865.94
782,24,62,1,1899.21
783,1002,329,5,4904.53
784,461,12,5,230.39
785,983,141,1,4006.46
786,1627,304,4,1859.83
787,1321,360,5,520.22
788,257,51,5,837.1
789,379,208,1,4620.87
790,807,285,5,3639.05
791,1001,33,5,217.38
792,1104,366,1,125.32
793,1544,386,1,1831.55
794,371,442,2,681.08
795,11,285,3,3385.68
796,252,21,2,1655.35
797,1337,83,3,2946.6
798,1744,386,1,1764.45
799,1037,153,5,3104.44
800,352,217,1,1036.77
801,509,154,5,1881.6
802,1853,401,5,2450.84
803,912,72,3,3226.08
804,1071,467,3,4723.21
805,1242,276,1,88.74
806,1358,420,1,3461.78
807,386,73,2,604.98
808,1961,69,2,830.65
809,1212,184,5,3053.1
810,865,39,3,3932.5
811,782,333,4,2591.22
812,935,43,4,754.41
813,1926,356,2,2697.44
814,145,323,2,1408.31
815,1464,191,5,400.15
816,1239,84,2,1208.44
817,648,404,1,2697.74
818,1975,310,3,1275.67
819,256,273,5,2849.98
820,834,34,1,4820.43
821,744,466,3,4514.46
822,300,445,3,3678.66
823,21,51,2,846.11
824,776,488,1,3717.62
825,360,270,3,4405.92
826,1206,421,1,759.03
827,1084,179,3,3031.23
828,1130,139,1,2475.57
829,350,163,4,5431.12
830,371,177,5,1387.67
831,1130,305,4,3414.83
832,977,304,1,1838.56
833,1407,263,2,2872.97
834,293,194,3,838.03
835,109,471,3,1131.45
836,1449,399,5,1374.31
837,857,362,4,1549.7
838,725,409,3,1046.74
839,565,488,2,3978.18
840,626,326,3,1352.6
841,833,395,1,3419.12
842,1300,41,2,2771.14
843,1936,48,1,1004.66
844,174,381,4,550.94
845,1656,448,4,622.44
846,1387,261,2,1070.17
847,983,255,5,2339.69
848,1430,64,5,2210.03
849,390,467,1,4590.09
850,1463,218,3,4212.37
851,501,379,5,4985.44
852,1401,312,4,488.05
853,1976,87,5,1059.84
854,1851,116,3,2138.88
855,1720,69,1,816.25
856,866,254,3,1279.79
857,1987,58,2,131.87
858,1704,277,1,5230.4
859,595,154,3,2062.46
860,437,2,5,1529.4
861,807,112,5,5092.3
862,1692,458,4,2511.92
863,1828,317,1,1896.31
864,729,4,3,962.36
865,612,182,3,1416.7
866,1824,370,3,1090.11
867,19,52,2,3997.41
868,174,271,2,3547.44
869,842,64,1,2438.74
870,319,394,2,2112.81
871,964,203,3,3415.35
872,878,457,3,1300.2
873,223,225,4,2600.79
874,332,72,4,3084.17
875,12,184,2,3440.49
876,227,98,2,115.57
877,809,216,1,2418.31
878,329,342,4,3849.16
879,1966,341,1,2407.09
880,863,251,2,2006.09
881,666,385,4,967.92
882,1028,372,4,163.6
883,270,57,1,4323.98
884,259,80,1,3155.84
885,1572,351,3,3066.19
886,880,500,1,1386.34
887,890,246,4,3854.78
888,170,390,5,695.75
889,313,374,2,27.29
890,576,393,3,4448.26
891,1436,127,4,4003.04
892,407,243,1,3773.96
893,1436,374,2,27.24
894,387,438,2,1896.33
895,470,62,1,1905.65
896,561,99,4,2485.3
897,37,316,1,1920.44
898,779,209,2,407.88
899,455,173,1,868.57
900,1045,219,3,3941.69
901,226,138,3,1726.24
902,1458,215,1,2527.3
903,373,21,3,1609.47
904,435,147,5,213.92
905,207,221,4,161.82
906,745,172,1,3800.13
907,1371,7,2,110.47
908,679,185,3,3223.45
909,1522,399,5,1472.64
910,762,122,2,1709.41
911,1197,197,1,3710.54
912,268,323,1,1410.98
913,85,301,2,2741.23
914,396,361,1,578.43
915,154,483,3,68.9
916,618,372,2,150.04
917,1093,370,2,1082.56
918,393,215,3,2688.89
919,1826,450,5,3211.93
920,1998,178,4,4067.78
921,1290,368,4,2384.8
922,139,248,5,1494.81
923,1620,12,3,211.37
924,1427,496,1,217.26
925,1958,290,2,2582.73
926,1517,418,5,4860.73
927,1783,263,2,3015.32
928,897,385,5,921.02
929,1597,200,3,3546.04
930,424,95,5,4205.54
931,447,304,5,2064.69
932,933,258,5,3861.61
933,531,156,3,5162.75
934,1451,138,2,1793.17
935,459,24,3,4503.74
936,81,328,3,501.38
937,1900,69,1,776.65
938,1316,128,2,4511.52
939,1095,60,3,2756.37
940,1296,310,3,1470.41
941,171,485,5,2694.9
942,541,370,5,1077.89
943,604,167,1,2495.21
944,1688,183,3,4356.75
945,362,132,5,2748.49
946,1347,445,5,3664.83
947,218,370,4,1220.29
948,1937,335,5,4604.14
949,1129,106,2,1039.23
950,665,138,4,1669.57
951,319,229,4,1049.6
952,755,76,1,929.33
953,1016,93,2,255.68
954,387,292,2,4498.31
955,1327,145,2,4050.24
956,1813,91,5,1289.47
957,385,36,4,2384.78
958,503,233,4,4251.67
959,206,371,1,941.01
960,1236,52,1,3954.5
961,226,424,1,2054.75
962,271,128,3,4331.19
963,293,481,1,2327.41
964,1623,495,1,3872.8
965,1111,377,1,1948.76
966,415,72,5,3164.67
967,1828,228,3,1607.73
968,680,246,1,3746.17
969,1114,355,5,2436.96
970,253,11,1,3916.23
971,1116,152,4,1119.42
972,291,1,1,2791.92
973,465,219,3,3743.61
974,1343,147,4,203.33
975,1407,453,1,4485.3
976,1008,87,2,1124.61
977,209,490,3,2709.66
978,157,316,3,1975.23
979,1891,474,1,3473.58
980,1239,78,5,3861.33
981,686,308,4,405.44
982,308,458,3,2861.86
983,1280,419,1,1198.8
984,556,470,3,2938.44
985,1911,136,1,2004.52
986,1616,2,2,1565.51
987,1593,336,2,1750.28
988,800,229,4,1158.21
989,1669,35,4,350.44
990,1966,373,1,2150.92
991,662,66,4,855.76
992,723,164,4,934.55
993,1421,499,3,1584.65
994,284,411,2,908.15
995,785,215,5,2688.28
996,1094,253,2,2349.08
997,788,43,4,704.01
998,1080,296,2,5073.49
999,1440,45,1,4548.44
1000,417,436,5,721.92
1001,971,491,1,261.26
1002,123,467,2,4175.07
1003,604,236,5,1122.62
1004,1991,477,2,2905.97
1005,432,424,2,2150.82
1006,241,493,2,4646.97
1007,774,376,4,464.63
1008,762,28,5,2242.72
1009,152,245,2,216.21
1010,62,76,1,836.97
1011,502,40,4,1730.41
1012,307,392,2,2271.56
1013,1533,271,3,3677.79
1014,963,211,4,936.38
1015,1601,331,3,1742.5
1016,228,80,1,2970.74
1017,1238,385,2,859.29
1018,23,203,4,3736.52
1019,1135,365,5,362.98
1020,1028,157,4,3402.96
1021,1908,81,1,2951.33
1022,1069,194,2,905.9
1023,1522,109,1,3335.79
1024,449,201,5,3824.87
1025,1240,431,4,3902.39
1026,978,161,4,3807.58
1027,1695,195,3,546.36
1028,1325,218,1,3801.17
1029,214,40,3,1864.71
1030,58,123,5,2793.37
1031,219,34,1,4703.2
1032,1550,466,5,4491.67
1033,414,327,2,3226.1
1034,552,44,5,1725.54
1035,92,289,4,2745.21
1036,94,25,3,4688.2
1037,18,183,4,4848.26
1038,1025,100,4,2810.5
1039,1487,183,1,5053.36
1040,679,209,5,438.03
1041,207,258,2,3935.57
1042,49,301,4,2654.88
1043,1201,445,3,3716.11
1044,331,78,1,4277.59
1045,1813,321,2,2629.14
1046,1812,111,2,4219.98
1047,1575,368,5,2407.33
1048,1058,374,5,27.82
