order_id,customer_id,order_date,ship_date,status
213,923,2025-08-08,,Cancelled
214,820,2024-05-20,,Cancelled
215,694,2024-08-08,,Cancelled
216,151,2024-10-19,,Pending
217,973,2025-04-10,2025-04-12,Delivered
218,972,2025-09-22,2025-09-24,Processing
219,828,2025-08-30,2025-09-01,Processing
220,44,2023-05-10,2023-05-11,Delivered
221,700,2025-07-22,2025-07-24,Delivered
222,843,2025-05-29,2025-06-05,Processing
223,610,2025-03-06,2025-03-09,Shipped
224,933,2025-08-18,,Pending
225,90,2023-12-11,2023-12-16,Delivered
226,407,2024-11-04,,Cancelled
227,334,2025-01-12,2025-01-17,Shipped
228,470,2025-05-17,,Pending
229,806,2025-03-28,,Cancelled
230,602,2025-10-25,,Cancelled
231,801,2024-01-16,2024-01-17,Delivered
232,425,2025-09-17,2025-09-19,Processing
233,581,2025-08-20,,Cancelled
234,597,2025-06-23,,Pending
235,948,2025-09-24,,Pending
236,577,2025-04-06,,Pending
237,805,2025-06-01,2025-06-08,Shipped
238,549,2024-08-26,2024-08-30,Shipped
239,271,2023-03-25,2023-03-31,Delivered
240,498,2025-06-29,,Cancelled
241,624,2025-05-21,2025-05-22,Delivered
242,177,2025-01-14,2025-01-18,Shipped
243,148,2025-01-13,,Cancelled
244,624,2025-01-14,2025-01-15,Delivered
245,406,2023-05-10,2023-05-16,Shipped
246,244,2025-04-25,,Pending
247,764,2025-10-22,2025-10-25,Delivered
248,919,2025-10-12,2025-10-13,Shipped
249,346,2024-09-20,2024-09-23,Shipped
250,288,2025-08-07,2025-08-14,Delivered
251,713,2023-05-21,,Pending
252,996,2022-09-27,2022-09-29,Processing
253,308,2025-06-26,2025-07-03,Delivered
254,846,2024-10-20,2024-10-23,Shipped
255,747,2025-09-14,2025-09-19,Delivered
256,662,2025-03-28,,Pending
257,193,2024-01-16,2024-01-18,Delivered
258,936,2024-10-27,2024-11-02,Delivered
259,497,2025-08-11,,Cancelled
260,889,2025-04-10,2025-04-17,Shipped
261,58,2025-09-15,,Cancelled
262,811,2025-06-22,2025-06-23,Processing
263,319,2025-03-17,,Cancelled
264,414,2025-10-25,2025-11-01,Processing
265,872,2025-03-05,,Cancelled
266,901,2025-04-12,,Cancelled
267,30,2025-03-05,2025-03-07,Processing
268,897,2025-09-10,2025-09-17,Processing
269,60,2025-02-24,2025-02-25,Processing
270,468,2022-08-20,,Pending
271,941,2024-11-09,2024-11-15,Shipped
272,204,2025-07-12,2025-07-15,Shipped
273,844,2025-09-14,2025-09-19,Delivered
274,407,2024-05-22,,Pending
275,698,2025-06-14,,Pending
276,248,2025-10-06,2025-10-10,Shipped
277,609,2023-11-25,2023-11-27,Delivered
278,984,2023-10-02,2023-10-07,Delivered
279,565,2025-10-26,2025-10-29,Shipped
280,168,2024-07-22,2024-07-28,Shipped
281,851,2025-06-20,,Pending
282,292,2025-03-11,,Pending
283,396,2023-12-23,,Pending
284,167,2024-11-03,,Cancelled
285,799,2024-08-24,2024-08-31,Processing
286,227,2025-07-27,2025-08-02,Processing
287,212,2024-12-04,2024-12-10,Shipped
288,420,2024-11-04,,Cancelled
289,21,2024-04-09,,Pending
290,486,2025-09-07,2025-09-13,Processing
291,178,2025-10-13,,Cancelled
292,821,2024-10-29,,Pending
293,230,2025-03-07,2025-03-12,Shipped
294,825,2024-10-29,2024-11-04,Shipped
295,991,2025-10-24,2025-10-28,Shipped
296,917,2025-10-11,2025-10-18,Delivered
297,358,2025-02-22,2025-02-25,Delivered
298,224,2023-04-13,2023-04-16,Delivered
299,694,2025-10-24,,Cancelled
300,845,2023-06-11,,Cancelled
301,407,2025-06-07,,Cancelled
302,105,2025-10-15,,Pending
303,524,2024-06-11,2024-06-16,Shipped
304,663,2024-01-16,,Cancelled
305,624,2024-09-07,2024-09-10,Shipped
306,701,2025-08-09,,Pending
307,494,2025-10-14,,Pending
308,345,2024-06-19,2024-06-25,Shipped
309,333,2024-11-13,2024-11-16,Shipped
310,672,2025-04-10,2025-04-12,Shipped
311,154,2025-03-02,,Cancelled
312,784,2024-04-11,2024-04-12,Processing
313,825,2024-12-19,,Cancelled
314,414,2024-03-03,2024-03-09,Shipped
315,144,2025-10-22,,Pending
316,672,2025-04-29,2025-05-02,Delivered
317,266,2024-01-17,2024-01-21,Delivered
318,398,2023-10-02,,Pending
319,598,2024-04-02,,Cancelled
320,836,2023-03-23,2023-03-26,Processing
321,744,2025-08-26,2025-09-01,Processing
322,548,2025-05-24,2025-05-30,Delivered
323,368,2025-08-02,,Cancelled
324,308,2025-06-17,2025-06-24,Processing
325,674,2025-08-31,,Cancelled
326,186,2024-09-11,2024-09-12,Shipped
327,483,2023-11-14,2023-11-20,Processing
328,265,2025-03-21,,Cancelled
329,782,2023-03-26,2023-04-01,Processing
330,922,2025-03-24,2025-03-30,Shipped
331,92,2025-09-03,2025-09-06,Processing
332,229,2024-05-17,2024-05-21,Shipped
333,808,2022-11-25,2022-11-28,Shipped
334,267,2024-01-30,,Cancelled
335,302,2024-10-25,2024-11-01,Delivered
336,121,2025-04-20,2025-04-21,Delivered
337,888,2025-04-26,,Cancelled
338,595,2022-09-17,,Cancelled
339,73,2024-04-23,2024-04-25,Delivered
340,513,2024-04-22,,Pending
341,889,2025-09-03,2025-09-08,Delivered
342,306,2023-10-09,2023-10-10,Delivered
343,892,2025-03-22,2025-03-24,Processing
344,206,2025-06-14,2025-06-18,Shipped
345,584,2025-10-14,2025-10-16,Delivered
346,324,2024-04-04,2024-04-11,Processing
347,83,2025-03-22,2025-03-25,Delivered
348,647,2024-01-23,2024-01-26,Processing
349,650,2023-06-14,,Pending
350,5,2025-09-16,2025-09-19,Delivered
351,215,2024-12-05,2024-12-10,Processing
352,783,2025-06-21,2025-06-25,Processing
353,805,2025-09-22,,Pending
354,133,2025-10-11,,Cancelled
355,445,2024-12-31,2025-01-04,Delivered
356,440,2025-08-19,2025-08-23,Delivered
357,5,2025-10-23,,Pending
358,547,2025-10-24,2025-10-30,Processing
359,383,2025-05-03,,Pending
360,914,2024-12-26,2025-01-02,Shipped
361,854,2025-04-13,,Cancelled
362,196,2025-06-19,,Pending
363,693,2025-10-05,,Pending
364,642,2024-10-20,2024-10-22,Processing
365,711,2025-07-14,2025-07-17,Shipped
366,133,2025-06-15,,Pending
367,393,2025-02-07,,Cancelled
368,603,2023-11-13,2023-11-15,Shipped
369,67,2024-11-08,,Pending
370,306,2022-10-30,2022-11-03,Shipped
371,746,2023-04-18,,Cancelled
372,611,2023-05-06,,Cancelled
373,346,2025-06-12,2025-06-18,Delivered
374,138,2025-10-10,2025-10-14,Shipped
375,368,2025-08-08,2025-08-10,Processing
376,971,2022-04-13,2022-04-14,Delivered
377,234,2025-04-05,2025-04-11,Processing
378,135,2025-09-02,2025-09-08,Processing
379,23,2023-09-17,,Cancelled
380,517,2023-06-22,2023-06-23,Processing
381,376,2024-04-02,,Pending
382,385,2025-06-06,2025-06-13,Shipped
383,548,2024-04-09,,Cancelled
384,50,2025-10-29,,Cancelled
385,50,2025-10-30,,Pending
386,670,2025-03-08,,Pending
387,50,2025-10-28,,Pending
388,427,2024-12-03,2024-12-07,Delivered
389,127,2023-02-23,,Cancelled
390,259,2023-07-20,2023-07-26,Delivered
391,157,2025-06-14,2025-06-20,Processing
392,703,2024-03-24,,Pending
393,309,2025-08-24,2025-08-30,Delivered
394,104,2024-05-22,,Cancelled
395,277,2025-05-26,,Cancelled
396,621,2025-09-26,2025-09-30,Processing
397,851,2025-05-10,,Pending
398,524,2022-11-08,,Cancelled
399,121,2025-03-19,2025-03-20,Shipped
400,804,2024-07-22,,Pending
401,510,2025-06-12,2025-06-17,Processing
402,205,2025-07-14,2025-07-21,Shipped
403,536,2025-06-28,2025-07-01,Processing
404,721,2025-07-23,2025-07-26,Delivered
405,165,2025-05-11,,Pending
406,562,2025-01-02,2025-01-04,Delivered
407,705,2025-08-15,2025-08-18,Delivered
408,241,2025-06-05,,Pending
409,14,2024-03-23,,Pending
410,929,2025-07-13,,Pending
411,856,2025-07-12,,Cancelled
412,686,2023-07-28,2023-07-30,Delivered
413,973,2024-09-18,,Pending
414,799,2024-12-26,,Cancelled
415,77,2024-05-19,,Pending
416,927,2025-10-29,2025-11-04,Shipped
417,237,2025-09-13,2025-09-16,Delivered
418,271,2025-02-02,2025-02-03,Delivered
419,103,2024-07-30,2024-08-06,Processing
420,41,2022-07-25,2022-07-28,Shipped
421,821,2023-05-01,2023-05-05,Shipped
422,757,2023-10-04,,Pending
423,98,2025-05-22,,Pending
424,10,2024-06-28,2024-07-04,Processing
425,663,2024-04-24,2024-04-27,Processing
426,367,2025-03-09,2025-03-14,Delivered
427,275,2025-09-20,,Pending
428,382,2024-12-31,2025-01-02,Shipped
429,117,2025-10-23,2025-10-27,Delivered
430,986,2025-08-29,2025-09-01,Delivered
431,856,2022-06-23,2022-06-29,Delivered
432,872,2024-11-23,2024-11-30,Delivered
433,432,2024-05-22,2024-05-23,Processing
434,136,2025-07-01,,Pending
435,966,2025-08-22,2025-08-23,Processing
436,427,2024-01-15,,Cancelled
437,495,2025-10-19,,Cancelled
438,695,2024-03-19,2024-03-21,Delivered
439,626,2025-04-17,2025-04-24,Delivered
440,368,2025-06-26,,Cancelled
441,30,2025-02-16,2025-02-20,Processing
442,943,2023-07-06,2023-07-07,Delivered
443,909,2022-09-26,2022-09-30,Delivered
444,48,2025-06-28,,Pending
445,268,2024-06-11,2024-06-12,Shipped
446,722,2025-08-10,,Cancelled
447,786,2024-10-03,,Cancelled
448,742,2024-03-23,,Cancelled
449,230,2024-02-11,2024-02-16,Shipped
450,536,2025-09-09,,Cancelled
451,98,2025-01-10,2025-01-16,Delivered
452,745,2025-03-03,2025-03-07,Processing
453,355,2025-06-24,2025-06-26,Delivered
454,860,2025-03-26,,Cancelled
455,914,2023-09-07,,Cancelled
456,56,2025-10-13,,Pending
457,659,2024-10-20,2024-10-25,Processing
458,870,2025-03-26,2025-04-02,Delivered
459,508,2023-09-29,2023-09-30,Processing
460,770,2025-04-21,2025-04-24,Delivered
461,247,2024-06-05,2024-06-08,Shipped
462,52,2022-04-06,,Cancelled
463,229,2024-06-17,,Cancelled
464,659,2024-01-08,2024-01-12,Delivered
465,837,2023-08-29,2023-08-30,Processing
466,471,2023-03-23,2023-03-30,Delivered
467,587,2024-12-24,2024-12-25,Delivered
468,878,2025-06-19,2025-06-23,Delivered
469,324,2024-11-28,,Pending
470,510,2024-01-31,,Pending
471,106,2025-10-22,2025-10-26,Delivered
472,37,2024-03-12,,Cancelled
473,563,2024-12-03,,Pending
474,846,2025-01-01,,Pending
475,811,2025-03-27,,Cancelled
476,987,2023-04-19,,Cancelled
477,653,2024-10-15,2024-10-20,Shipped
478,576,2025-02-11,2025-02-17,Processing
479,688,2024-07-28,2024-07-31,Delivered
480,373,2025-03-19,,Pending
481,837,2023-01-29,2023-02-05,Processing
482,466,2025-08-22,2025-08-27,Shipped
483,786,2024-06-04,,Cancelled
484,615,2023-01-01,2023-01-07,Delivered
485,673,2024-06-30,2024-07-06,Shipped
486,464,2024-12-10,,Pending
487,100,2025-10-21,2025-10-22,Processing
488,350,2024-03-29,2024-04-05,Shipped
489,649,2025-07-05,2025-07-10,Shipped
490,535,2022-09-26,2022-10-02,Shipped
491,109,2025-06-23,,Pending
492,919,2025-09-24,2025-09-28,Processing
493,144,2025-07-16,2025-07-17,Delivered
494,261,2024-02-01,,Cancelled
495,201,2025-06-25,2025-06-26,Processing
496,953,2025-07-17,2025-07-19,Delivered
497,469,2025-10-23,2025-10-29,Processing
498,347,2025-06-02,,Pending
499,776,2025-03-31,2025-04-01,Delivered
500,949,2025-10-28,,Cancelled
501,127,2025-03-09,2025-03-13,Delivered
502,675,2024-04-02,,Cancelled
503,980,2024-09-28,,Cancelled
504,138,2025-05-25,2025-05-26,Delivered
505,544,2025-04-06,,Pending
506,567,2025-04-01,2025-04-08,Delivered
507,600,2024-06-26,2024-07-01,Delivered
508,800,2025-05-14,2025-05-20,Processing
509,593,2025-10-26,2025-11-01,Processing
510,835,2025-01-19,2025-01-20,Processing
511,397,2024-10-15,,Cancelled
512,621,2024-03-04,2024-03-09,Shipped
513,903,2024-06-03,2024-06-07,Delivered
514,624,2024-09-02,2024-09-05,Processing
515,408,2024-12-07,2024-12-10,Shipped
516,464,2023-08-08,2023-08-10,Processing
517,423,2025-09-20,,Cancelled
518,717,2025-05-25,,Cancelled
519,307,2025-02-14,,Cancelled
520,882,2022-08-15,2022-08-21,Shipped
521,755,2025-06-30,,Cancelled
522,648,2025-05-31,2025-06-02,Processing
523,215,2024-01-30,,Cancelled
524,732,2025-02-09,2025-02-15,Shipped
525,354,2025-07-27,2025-08-02,Processing
526,666,2023-12-09,2023-12-14,Processing
527,556,2022-09-04,2022-09-10,Shipped
528,119,2025-08-06,2025-08-11,Shipped
529,492,2025-06-16,,Cancelled
530,585,2025-03-28,2025-04-03,Delivered
531,766,2022-09-10,,Cancelled
532,293,2025-10-06,2025-10-13,Delivered
533,14,2025-04-20,,Cancelled
534,110,2024-06-20,,Pending
535,391,2025-02-03,2025-02-04,Processing
536,687,2025-10-12,,Pending
537,205,2025-07-13,2025-07-20,Shipped
538,805,2025-06-04,2025-06-07,Processing
539,700,2025-08-13,2025-08-15,Shipped
540,860,2025-04-01,,Pending
541,708,2025-08-21,2025-08-23,Shipped
542,772,2025-08-21,,Cancelled
543,34,2025-10-22,2025-10-29,Shipped
544,464,2023-07-17,,Pending
545,631,2024-12-14,,Cancelled
546,886,2023-07-21,2023-07-27,Processing
547,663,2024-10-29,,Cancelled
548,399,2024-08-06,2024-08-11,Processing
549,804,2023-05-07,2023-05-13,Shipped
550,681,2025-03-15,,Pending
551,949,2025-08-09,2025-08-13,Delivered
552,427,2022-09-12,2022-09-17,Shipped
553,56,2024-03-21,,Pending
554,762,2025-04-01,2025-04-03,Shipped
555,636,2025-10-14,2025-10-21,Delivered
556,231,2023-05-03,2023-05-10,Shipped
557,603,2024-07-29,,Cancelled
558,757,2025-06-20,,Cancelled
559,202,2025-10-15,2025-10-18,Processing
560,460,2025-07-15,2025-07-21,Processing
561,77,2025-08-23,2025-08-25,Processing
562,753,2025-05-11,,Cancelled
563,123,2024-04-29,2024-04-30,Delivered
564,439,2025-02-25,2025-03-02,Shipped
565,271,2025-05-16,2025-05-18,Processing
566,599,2025-01-23,2025-01-24,Shipped
567,339,2025-03-04,2025-03-10,Delivered
568,960,2025-08-01,2025-08-02,Processing
569,158,2022-12-13,2022-12-18,Shipped
570,53,2023-09-28,,Cancelled
571,864,2025-01-22,2025-01-26,Shipped
572,809,2025-09-10,,Cancelled
573,564,2023-02-08,2023-02-09,Shipped
574,803,2025-06-12,2025-06-17,Shipped
575,226,2025-06-25,2025-06-30,Processing
576,70,2025-08-05,,Cancelled
577,164,2025-08-30,2025-09-04,Delivered
578,550,2025-03-05,2025-03-06,Delivered
579,358,2025-07-08,2025-07-10,Processing
580,680,2024-06-21,2024-06-24,Shipped
581,370,2025-03-16,2025-03-18,Shipped
582,974,2023-12-04,,Cancelled
583,544,2025-08-03,2025-08-08,Delivered
584,844,2024-10-16,,Pending
585,118,2023-08-10,2023-08-14,Shipped
586,247,2024-07-05,,Cancelled
587,941,2025-04-05,,Cancelled
588,250,2024-04-28,,Pending
589,699,2024-10-25,2024-10-29,Shipped
590,938,2023-12-28,,Pending
591,396,2025-05-29,2025-06-03,Shipped
592,742,2022-09-14,2022-09-15,Shipped
593,934,2024-04-06,,Cancelled
594,842,2024-09-23,2024-09-28,Shipped
595,823,2025-04-09,,Cancelled
596,457,2023-11-21,2023-11-22,Delivered
597,304,2023-12-05,2023-12-08,Processing
598,527,2024-02-29,,Pending
599,971,2025-04-15,,Pending
600,172,2024-11-03,,Cancelled
601,547,2025-03-06,,Pending
602,642,2024-07-27,,Pending
603,216,2025-08-01,2025-08-08,Processing
604,702,2023-02-19,2023-02-26,Delivered
605,107,2025-08-08,2025-08-13,Processing
606,849,2024-06-30,2024-07-06,Delivered
607,837,2024-06-24,,Pending
608,765,2025-02-11,2025-02-12,Processing
609,471,2024-02-10,2024-02-11,Shipped
610,90,2025-03-04,,Pending
611,56,2025-08-28,2025-09-04,Processing
612,258,2024-01-06,,Cancelled
613,73,2025-01-29,,Cancelled
614,842,2025-02-12,2025-02-15,Processing
615,418,2025-09-29,2025-10-03,Delivered
616,646,2025-03-13,2025-03-17,Delivered
617,324,2025-03-05,,Pending
618,399,2024-07-08,,Pending
619,548,2025-03-07,,Pending
620,657,2023-12-27,,Cancelled
621,65,2025-03-26,,Cancelled
622,47,2022-03-31,,Pending
623,367,2025-09-30,,Cancelled
624,109,2025-01-03,2025-01-10,Shipped
625,703,2025-09-05,2025-09-10,Shipped
626,89,2025-06-06,2025-06-13,Shipped
627,949,2025-10-11,2025-10-15,Delivered
628,405,2025-07-17,,Pending
629,486,2025-02-20,2025-02-25,Processing
630,226,2023-07-06,2023-07-12,Processing
631,401,2023-10-10,,Cancelled
632,303,2025-06-20,2025-06-23,Processing
633,694,2024-09-09,2024-09-10,Shipped
634,567,2025-10-05,,Cancelled
635,145,2025-07-22,,Pending
636,43,2023-08-18,,Pending
637,587,2025-01-24,,Cancelled
638,404,2023-12-27,,Cancelled
639,561,2024-06-30,,Pending
640,313,2023-02-18,2023-02-24,Processing
641,760,2024-07-22,2024-07-24,Shipped
642,423,2025-07-18,,Cancelled
643,146,2023-05-21,2023-05-23,Processing
644,227,2025-01-13,,Cancelled
645,855,2025-06-27,2025-06-29,Shipped
646,118,2023-12-31,2024-01-06,Processing
647,819,2025-06-10,,Cancelled
648,873,2024-09-05,,Pending
649,872,2024-12-15,,Cancelled
650,473,2024-03-06,,Cancelled
651,75,2025-09-22,2025-09-28,Shipped
652,69,2025-06-11,2025-06-12,Shipped
653,203,2025-09-24,,Cancelled
654,499,2024-09-30,2024-10-03,Shipped
655,132,2024-11-15,2024-11-16,Processing
656,292,2025-02-03,,Cancelled
657,72,2025-09-04,2025-09-07,Processing
658,498,2024-12-21,2024-12-24,Delivered
659,632,2025-02-14,2025-02-20,Shipped
660,599,2022-12-08,2022-12-13,Processing
661,581,2024-03-24,2024-03-31,Shipped
662,324,2025-04-22,2025-04-24,Delivered
663,5,2025-10-09,2025-10-11,Shipped
664,805,2025-08-30,2025-09-05,Processing
665,758,2023-12-16,2023-12-19,Delivered
666,861,2023-02-26,2023-02-28,Shipped
667,696,2025-08-02,2025-08-06,Shipped
668,474,2025-10-19,2025-10-22,Delivered
669,794,2022-10-08,2022-10-12,Shipped
670,565,2025-09-17,,Pending
671,180,2025-08-21,,Cancelled
672,84,2025-04-08,2025-04-15,Shipped
673,847,2024-07-23,2024-07-28,Processing
674,202,2024-08-17,2024-08-23,Shipped
675,908,2025-05-17,,Pending
676,745,2024-03-04,,Pending
677,914,2023-08-02,,Pending
678,870,2025-04-29,,Cancelled
679,647,2025-01-22,,Pending
680,833,2024-04-12,,Cancelled
681,593,2023-10-13,2023-10-20,Delivered
682,605,2025-07-13,2025-07-14,Processing
683,565,2025-10-29,2025-11-03,Shipped
